Unnamed: 0,region,tenure,age,income,marital,address,ed,employ,retire,gender,reside,custcat,0
666,1,8,49,134,False,14,4,9,0,1,1,4,False
667,1,9,28,28,False,8,3,4,0,0,3,2,False
668,2,12,19,15,False,0,2,0,0,1,4,2,False
669,2,24,43,48,False,15,4,4,0,0,6,4,False
670,3,72,75,14,False,48,2,6,1,1,1,2,False
671,3,58,61,101,False,42,4,18,0,1,1,2,False
672,1,70,44,87,False,24,2,18,0,0,3,3,False
673,3,9,25,27,False,3,1,4,0,1,1,1,False
674,1,49,25,27,False,1,5,0,0,1,1,2,False
675,3,52,54,59,False,7,3,22,0,0,1,3,False
676,1,10,42,294,False,10,4,9,0,1,6,4,False
677,1,14,52,44,False,2,3,5,0,0,2,3,False
678,1,19,27,35,False,3,2,4,0,0,6,4,False
679,3,12,36,205,False,4,4,10,0,1,4,2,False
680,1,65,59,732,False,27,3,31,0,1,1,2,False
681,1,67,40,59,False,14,3,11,0,0,2,3,False
682,2,29,24,23,False,3,1,7,0,0,2,3,False
683,3,55,46,87,False,8,2,19,0,1,1,1,False
684,3,71,67,110,False,25,1,23,0,1,2,3,False
685,3,5,44,83,False,2,3,14,0,1,3,3,False
686,3,60,58,63,False,0,4,21,0,1,3,2,False
687,2,10,40,22,False,6,3,6,0,1,1,1,False
688,3,52,64,43,False,44,3,7,0,0,1,4,False
689,2,61,43,35,False,22,2,11,0,0,3,2,False
690,1,61,29,48,False,5,2,11,0,0,4,2,False
691,2,67,47,69,False,19,3,12,0,0,3,3,False
692,3,41,42,26,False,12,4,5,0,0,4,2,False
693,1,30,28,20,False,1,1,8,0,1,1,1,False
694,1,24,46,43,False,12,2,6,0,0,1,4,False
695,1,72,75,33,False,37,1,44,1,1,1,2,False
696,2,17,35,66,False,7,2,11,0,0,1,4,False
697,2,65,72,12,False,46,2,0,1,0,1,3,False
698,1,15,30,90,False,8,2,11,0,0,5,4,False
699,1,34,33,35,False,8,3,2,0,1,1,2,False
700,1,26,43,51,False,23,5,4,0,1,1,2,False
701,2,36,45,117,False,22,3,15,0,1,1,2,False
702,1,60,48,100,False,29,2,26,0,1,1,3,False
703,1,16,54,147,False,20,1,29,0,0,4,3,False
704,2,1,33,53,False,5,4,6,0,1,1,1,False
705,3,56,30,57,False,9,5,2,0,0,4,2,False
706,2,6,50,37,False,5,2,0,0,0,1,2,False
707,2,48,34,42,False,7,3,2,0,1,1,2,False
708,2,34,36,50,False,17,1,4,0,0,2,3,False
709,2,54,42,55,False,0,4,2,0,0,5,4,False
710,3,38,31,42,False,2,2,7,0,1,4,4,False
711,2,25,55,37,False,15,1,7,0,1,1,1,False
712,1,47,69,228,False,17,3,39,0,1,4,4,False
713,1,72,62,163,False,35,5,31,0,0,2,4,False
714,2,6,35,28,False,6,4,3,0,1,3,4,False
715,1,30,51,118,False,9,5,21,0,1,2,1,False
716,1,65,70,115,False,9,2,39,1,1,2,4,False
717,1,22,44,37,False,19,4,1,0,0,2,3,False
718,1,60,53,93,False,32,1,28,0,0,1,3,False
719,2,19,32,71,False,12,4,5,0,1,1,4,False
720,3,18,25,26,False,4,2,7,0,1,3,1,False
721,1,9,37,14,False,10,4,5,0,1,6,1,False
722,1,1,34,18,False,6,1,0,0,1,2,1,False
723,3,10,28,36,False,2,4,0,0,1,3,4,False
724,3,45,34,43,False,14,4,0,0,0,4,2,False
725,1,25,28,41,False,6,4,4,0,1,4,3,False
726,3,66,39,66,False,1,2,15,0,1,1,2,False
727,1,27,67,33,False,1,4,19,1,1,1,3,False
728,1,19,41,53,False,5,4,6,0,0,1,1,False
729,2,17,41,28,False,9,4,3,0,0,6,1,False
730,2,16,36,58,False,13,4,4,0,0,1,1,False
731,1,8,42,129,False,2,4,17,0,1,3,1,False
732,1,3,25,65,False,0,4,0,0,1,1,4,False
733,3,59,57,311,False,26,3,36,0,1,1,1,False
734,2,45,37,57,False,2,3,14,0,1,1,2,False
735,1,66,62,47,False,31,2,4,0,1,1,2,False
736,3,28,50,25,False,7,1,3,0,0,2,1,False
737,1,15,38,46,False,11,5,11,0,0,3,1,False
738,3,39,34,51,False,10,3,13,0,1,4,4,False
739,3,38,33,19,False,4,2,5,0,1,2,3,False
740,3,34,29,26,False,5,3,4,0,1,2,2,False
741,3,60,57,72,False,18,5,30,1,0,2,4,False
742,3,72,65,71,False,33,1,41,1,1,4,3,False
743,1,42,42,41,False,9,2,13,0,0,8,3,False
744,3,32,37,44,False,9,2,7,0,0,1,1,False
745,3,48,50,208,False,4,4,19,0,1,2,4,False
746,3,63,37,45,False,1,4,9,0,1,6,2,False
747,3,45,27,39,False,3,3,2,0,0,4,2,False
748,2,68,42,89,False,16,4,12,0,0,1,2,False
749,1,6,29,19,False,4,2,5,0,1,2,1,False
750,1,68,57,15,False,33,2,0,0,1,2,4,False
751,3,72,68,59,False,26,2,36,1,1,2,4,False
752,3,53,38,20,False,15,3,6,0,1,4,2,False
753,3,20,51,27,False,11,4,6,0,0,3,3,False
754,2,70,35,48,False,4,2,9,0,0,3,2,False
755,3,32,47,135,False,25,2,6,0,1,1,1,False
756,2,61,52,19,False,23,1,0,0,0,2,3,False
757,1,24,25,28,False,3,4,0,0,0,3,2,False
758,2,56,61,12,False,14,1,16,1,1,2,1,False
759,3,54,59,28,False,28,2,15,0,0,1,2,False
760,3,43,38,18,False,7,3,8,0,1,3,4,False
761,1,19,35,58,False,7,3,5,0,1,1,4,False
762,3,5,43,72,False,16,3,17,0,1,1,3,False
763,1,24,61,112,False,6,4,3,0,1,4,1,False
764,3,62,35,28,False,2,2,8,0,1,2,2,False
765,2,14,40,398,False,13,5,11,0,1,1,4,False
766,3,60,48,106,False,22,3,21,0,1,3,4,False
767,2,30,74,10,False,12,1,3,1,1,2,3,False
768,1,40,42,108,False,16,3,17,0,0,4,2,False
769,2,42,50,85,False,17,2,15,0,1,4,1,False
770,1,20,34,51,False,14,3,9,0,1,1,2,False
771,1,4,22,22,False,1,2,2,0,1,3,3,False
772,2,44,49,66,False,2,2,8,0,1,4,4,False
773,3,49,63,10,False,18,2,2,1,0,1,3,False
774,3,5,36,34,False,2,1,4,0,1,2,3,False
775,3,70,50,67,False,29,1,22,0,0,4,2,False
776,1,30,57,19,False,16,1,1,0,0,4,1,False
777,2,28,48,128,False,20,4,4,0,1,1,4,False
778,1,5,28,39,False,3,5,1,0,0,6,4,False
779,2,27,35,56,False,12,1,3,0,1,1,4,False
780,2,17,39,45,False,12,4,10,0,1,1,1,False
781,1,4,37,25,False,8,1,1,0,1,5,1,False
782,1,30,23,24,False,0,2,1,0,1,4,3,False
783,3,71,40,53,False,19,4,14,0,1,2,4,False
784,3,67,77,49,False,55,1,45,1,1,1,1,False
785,3,24,48,38,False,3,1,16,0,1,2,1,False
786,1,24,54,84,False,7,3,10,0,1,2,1,False
787,2,59,54,126,False,32,1,22,0,1,1,3,False
788,3,59,32,73,False,9,4,5,0,0,1,2,False
789,3,44,37,41,False,1,4,8,0,1,6,2,False
790,1,19,31,22,False,0,4,2,0,0,3,2,False
791,2,58,46,23,False,23,1,2,0,1,2,1,False
792,1,41,53,94,False,22,2,25,0,0,2,2,False
793,2,16,33,30,False,1,3,7,0,0,4,3,False
794,3,13,36,31,False,11,2,0,0,0,1,1,False
795,1,60,53,171,False,22,1,37,0,1,1,3,False
796,2,72,49,102,False,23,1,27,0,1,6,2,False
797,2,33,39,27,False,17,4,3,0,1,1,4,False
798,2,72,45,98,False,25,4,20,0,1,2,4,False
799,1,66,54,591,False,8,4,25,0,1,2,4,False
800,3,53,37,25,False,7,1,2,0,1,6,3,False
801,2,22,28,36,False,0,4,0,0,0,4,4,False
802,2,14,26,25,False,1,2,0,0,1,3,3,False
803,1,52,49,69,False,18,2,13,0,1,2,3,False
804,3,33,30,22,False,5,1,0,0,0,2,3,False
805,3,72,66,67,False,26,2,37,1,1,1,3,False
806,1,40,40,73,False,3,4,12,0,1,4,3,False
807,2,29,26,22,False,1,4,2,0,1,1,4,False
808,3,63,67,9,False,22,2,12,1,0,1,3,False
809,2,56,54,147,False,25,3,31,0,1,1,2,False
810,3,60,50,239,False,26,2,19,0,1,2,4,False
811,3,28,22,23,False,3,3,1,0,0,5,1,False
812,2,39,39,29,False,19,4,6,0,0,1,2,False
813,3,65,39,32,False,18,2,15,0,0,4,3,False
814,3,29,31,30,False,7,3,7,0,1,1,3,False
815,3,28,36,57,False,8,2,13,0,1,2,3,False
816,1,2,18,20,False,0,2,0,0,0,1,3,False
817,3,67,52,248,False,13,2,20,0,1,3,3,False
818,3,5,35,59,False,9,3,8,0,1,5,4,False
819,3,48,35,24,False,10,2,6,0,0,1,3,False
820,2,10,26,25,False,4,1,4,0,1,3,1,False
821,2,17,28,37,False,3,3,2,0,1,1,3,False
822,1,21,24,30,False,0,4,0,0,1,5,4,False
823,2,25,51,66,False,9,4,13,0,0,2,4,False
824,3,44,31,16,False,8,1,3,0,0,1,1,False
825,2,59,49,429,False,28,4,23,0,1,2,4,False
826,2,11,26,20,False,7,2,4,0,0,1,1,False
827,2,50,68,262,False,32,3,28,0,0,2,3,False
828,3,23,25,28,False,2,3,1,0,1,5,2,False
829,1,17,19,18,False,0,2,0,0,1,2,2,False
830,1,15,62,144,False,3,3,21,0,0,2,3,False
831,2,68,57,33,False,38,1,9,0,1,2,2,False
832,1,69,42,19,False,23,3,0,0,1,2,1,False
833,1,30,24,30,False,3,1,7,0,1,5,1,False
834,3,22,30,41,False,8,2,8,0,0,1,3,False
835,2,10,20,20,False,1,2,0,0,1,4,1,False
836,1,72,59,65,False,12,3,21,0,1,6,2,False
837,2,34,24,17,False,5,4,0,0,1,2,3,False
838,2,43,49,66,False,18,1,22,0,0,4,3,False
839,3,31,37,18,False,15,4,5,0,0,3,4,False
840,2,6,27,26,False,5,4,2,0,0,5,1,False
841,2,48,42,46,False,21,4,4,0,0,1,3,False
842,2,50,25,19,False,6,1,5,0,0,3,1,False
843,3,20,41,58,False,19,2,6,0,1,2,2,False
844,3,61,73,25,False,10,1,21,1,0,1,1,False
845,2,6,21,15,False,0,2,1,0,1,1,1,False
846,2,1,22,35,False,2,2,2,0,0,1,1,False
847,1,21,43,41,False,13,2,1,0,1,1,4,False
848,3,7,32,71,False,1,4,3,0,0,2,4,False
849,3,65,56,608,False,19,3,34,0,1,2,4,False
850,1,64,37,44,False,10,4,9,0,1,1,2,False
851,3,4,30,41,False,0,2,0,0,0,2,3,False
852,1,67,45,83,False,22,3,11,0,1,2,2,False
853,2,22,35,28,False,12,2,3,0,0,2,2,False
854,3,51,37,101,False,17,2,10,0,1,2,3,False
855,1,50,28,28,False,6,1,10,0,1,1,3,False
856,1,31,47,35,False,18,2,0,0,0,2,1,False
857,3,4,28,39,False,0,2,3,0,1,1,3,False
858,3,60,56,51,False,19,4,11,0,0,1,4,False
859,3,7,31,31,False,12,2,7,0,1,6,1,False
860,3,20,40,209,False,2,4,15,0,1,1,2,False
861,2,19,23,37,False,4,3,1,0,1,4,3,False
862,3,58,37,64,False,5,4,8,0,1,2,4,False
863,3,65,64,88,False,20,3,26,0,1,1,4,False
864,3,72,61,61,False,34,1,8,0,0,3,2,False
865,3,8,42,66,False,3,3,10,0,0,1,4,False
866,2,33,40,19,False,14,3,5,0,0,2,1,False
867,3,18,34,42,False,4,2,14,0,1,5,4,False
868,2,24,31,41,False,6,2,13,0,0,5,3,False
869,3,70,36,50,False,8,1,15,0,1,1,2,False
870,1,7,38,70,False,4,4,4,0,0,1,4,False
871,3,70,59,85,False,27,1,19,0,1,1,3,False
872,2,20,48,45,False,21,3,2,0,1,2,3,False
873,3,54,32,27,False,12,1,9,0,0,2,2,False
874,3,36,48,29,False,28,1,2,0,0,1,1,False
875,3,71,53,48,False,29,4,0,0,1,2,3,False
876,1,17,41,32,False,4,2,3,0,0,1,3,False
877,1,18,45,43,False,17,1,9,0,0,3,3,False
878,1,16,27,16,False,8,5,0,0,1,1,4,False
879,3,38,30,22,False,6,2,3,0,1,2,2,False
880,1,52,45,40,False,19,3,9,0,1,3,4,False
881,1,46,48,256,False,12,3,25,0,0,6,4,False
882,2,31,46,144,False,23,4,13,0,0,1,3,False
883,2,23,31,45,False,10,4,0,0,0,2,2,False
884,2,38,56,34,False,34,2,0,0,1,3,3,False
885,2,50,54,248,False,15,3,28,0,1,1,3,False
886,2,16,49,41,False,17,2,5,0,0,1,4,False
887,2,14,34,27,False,4,4,1,0,1,2,4,False
888,2,30,52,17,False,23,3,3,0,1,1,2,False
889,3,22,47,44,False,0,4,11,0,1,3,4,False
890,1,38,55,135,False,12,2,24,0,0,4,4,False
891,3,59,26,41,False,3,4,1,0,1,3,2,False
892,2,54,55,587,False,1,3,33,0,0,1,3,False
893,3,9,40,38,False,13,4,7,0,1,1,4,False
894,1,67,67,49,False,38,2,10,0,1,2,2,False
895,2,24,44,33,False,19,3,0,0,1,2,1,False
896,2,12,55,36,False,13,1,5,0,1,2,2,False
897,1,26,47,54,False,13,3,0,0,0,1,2,False
898,2,3,32,58,False,4,2,11,0,0,4,4,False
899,2,20,46,23,False,2,5,4,0,1,2,4,False
900,3,5,52,97,False,0,5,9,0,0,2,4,False
901,3,58,53,207,False,19,3,12,0,1,1,4,False
902,1,54,28,21,False,2,3,3,0,0,4,1,False
903,2,52,39,119,False,6,3,18,0,1,1,1,False
904,2,38,30,25,False,10,1,5,0,1,4,1,False
905,2,19,46,59,False,5,3,17,0,0,1,1,False
906,2,22,33,24,False,2,1,3,0,0,4,1,False
907,1,49,35,113,False,15,4,4,0,0,5,2,False
908,3,5,39,22,False,0,1,0,0,1,2,3,False
909,2,18,69,11,False,28,1,17,1,0,1,1,False
910,3,43,29,33,False,4,1,13,0,1,4,3,False
911,3,17,50,205,False,2,5,19,0,0,1,4,False
912,2,37,33,41,False,4,3,8,0,1,3,2,False
913,2,8,39,39,False,0,1,7,0,1,1,1,False
914,2,51,46,107,False,8,2,21,0,1,6,3,False
915,1,71,55,198,False,11,1,31,0,1,3,3,False
916,1,56,53,100,False,23,5,14,0,1,2,2,False
917,3,70,68,1131,False,21,2,45,0,0,1,3,False
918,1,62,53,360,False,14,3,26,0,1,2,3,False
919,1,50,52,162,False,22,2,27,0,1,2,4,False
920,3,1,31,29,False,3,5,2,0,1,3,1,False
921,3,15,26,38,False,1,4,1,0,0,2,4,False
922,3,72,55,82,False,24,3,25,0,1,2,2,False
923,2,69,47,159,False,10,2,24,0,0,4,3,False
924,2,32,44,201,False,10,2,24,0,0,1,3,False
925,1,19,25,27,False,6,4,0,0,1,2,3,False
926,2,42,54,57,False,19,3,10,0,1,1,4,False
927,3,51,49,45,False,29,1,16,0,0,1,1,False
928,2,32,22,17,False,2,2,2,0,1,4,3,False
929,3,26,55,61,False,13,1,26,0,0,2,3,False
930,2,39,44,418,False,14,4,18,0,0,2,4,False
931,2,72,53,152,False,12,2,32,0,1,1,4,False
932,2,4,39,38,False,11,4,1,0,0,2,4,False
933,2,54,50,151,False,5,4,20,0,0,3,3,False
934,1,34,40,23,False,21,4,9,0,1,3,4,False
935,1,20,25,33,False,4,4,0,0,1,3,1,False
936,3,14,49,26,False,4,1,8,0,0,1,1,False
937,1,61,59,89,False,26,1,40,1,1,1,3,False
938,2,4,24,25,False,2,4,0,0,0,1,1,False
939,3,16,48,59,False,25,2,13,0,0,2,3,False
940,1,13,41,55,False,9,2,12,0,1,3,1,False
941,2,53,37,25,False,18,3,6,0,1,2,2,False
942,2,58,36,39,False,13,2,8,0,1,7,4,False
943,2,25,38,56,False,19,1,19,0,1,2,3,False
944,1,71,61,155,False,19,3,30,0,0,2,3,False
945,1,22,33,119,False,13,5,0,0,1,4,4,False
946,1,46,48,64,False,15,3,20,0,0,2,3,False
947,3,66,50,333,False,2,5,24,0,0,2,2,False
948,1,69,58,26,False,29,2,7,0,1,3,4,False
949,2,38,49,33,False,3,4,11,0,0,4,2,False
950,3,16,35,46,False,7,3,3,0,0,1,1,False
951,3,44,39,41,False,8,2,8,0,0,4,4,False
952,1,50,50,31,False,24,1,8,0,0,1,3,False
953,3,10,23,29,False,1,4,0,0,1,1,4,False
954,2,7,41,94,False,6,2,16,0,0,1,4,False
955,3,71,48,288,False,25,3,19,0,0,1,1,False
956,3,16,39,31,False,5,1,4,0,1,5,1,False
957,3,6,20,25,False,0,2,0,0,1,2,3,False
958,2,46,55,269,False,24,2,35,0,0,1,3,False
959,3,51,49,203,False,13,3,27,0,0,4,3,False
960,3,5,34,22,False,12,2,2,0,0,2,1,False
961,2,49,54,25,False,23,2,1,0,1,4,1,False
962,3,49,51,222,False,14,5,16,0,0,2,2,False
963,1,26,30,76,False,4,3,7,0,0,2,1,False
964,3,22,39,55,False,4,2,17,0,1,1,4,False
965,3,51,45,46,False,4,3,6,0,0,2,4,False
966,1,19,27,56,False,7,4,1,0,0,4,4,False
967,1,9,36,79,False,1,3,11,0,1,5,3,False
968,3,15,25,51,False,0,3,2,0,1,2,1,False
969,2,57,63,61,False,19,1,27,0,0,1,3,False
970,3,48,45,41,False,15,1,10,0,1,2,1,False
971,2,9,53,50,False,20,2,13,0,1,2,1,False
972,1,61,52,82,False,21,1,18,0,0,1,3,False
973,3,72,53,108,False,34,1,23,0,0,1,3,False
974,3,57,60,14,False,20,2,27,1,1,1,3,False
975,2,57,51,46,False,10,1,13,0,0,1,2,False
976,1,37,60,46,False,0,1,20,0,0,3,3,False
977,3,45,51,146,False,13,4,16,0,0,2,1,False
978,3,45,39,36,False,15,1,11,0,1,5,1,False
979,2,55,44,83,False,24,1,23,0,1,1,3,False
980,2,24,27,17,False,2,3,3,0,0,5,2,False
981,3,1,20,18,False,1,3,0,0,0,1,1,False
982,2,34,23,24,False,3,1,7,0,1,4,3,False
983,3,14,37,48,False,5,3,1,0,1,4,1,False
984,3,6,32,47,False,10,1,10,0,0,1,3,False
985,3,24,30,25,False,0,4,5,0,0,2,4,False
986,2,3,26,59,False,6,4,0,0,1,3,4,False
987,1,4,30,45,False,1,4,6,0,0,3,4,False
988,1,72,40,163,False,19,4,15,0,0,2,2,False
989,1,44,56,63,False,4,2,6,0,1,1,3,False
990,1,50,43,27,False,6,3,4,0,0,1,3,False
991,2,61,50,190,False,16,2,22,0,1,2,2,False
992,1,34,52,106,False,2,2,19,0,0,2,3,False
993,3,26,54,26,False,30,3,1,0,1,2,4,False
994,1,15,46,63,False,17,5,1,0,0,2,4,False
995,3,10,39,27,False,0,3,0,0,1,3,1,False
996,1,7,34,22,False,2,5,5,0,1,1,1,False
997,3,67,59,944,False,40,5,33,0,1,1,4,False
998,3,70,49,87,False,18,2,22,0,1,1,3,False
999,3,50,36,39,False,7,3,3,0,1,3,2,False
